identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list,source_region,row_count,identity_country_name,source_country
ญี่ปุ่น,รักความสะอาด,0,3,0,-1.0,Japan,love cleanliness,Thai (th) in Thailand,964,Japan,Thailand
เซเชลส์,งดงาม,0,3,0,-1.0,Seychelles,beautiful,Thai (th) in Thailand,964,Seychelles,Thailand
มาเลเซีย,ผู้ที่รักชาติ,0,3,0,-1.0,Malaysia,patriot,Thai (th) in Thailand,964,Malaysia,Thailand
ปากีสถาน,รักไก่,0,3,0,-1.0,Pakistan,love chicken,Thai (th) in Thailand,964,Pakistan,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,กินข้าวเหนียว,0,3,0,-1.0,Northeastern Thai people,Eat sticky rice,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,พูดภาษาลาว,0,3,0,-1.0,Northeastern Thai people,speak Lao,Thai (th) in Thailand,964,Thailand,Thailand
ไอโวเรียน,โคสต์ ชอบเต้น,0,3,0,-1.0,Ivorian,Coast likes to dance.,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
ชาวไทยภาคเหนือ,ฉลาด,0,3,0,-1.0,Northern Thai people,clever,Thai (th) in Thailand,964,Thailand,Thailand
อังกฤษ,พูดง่าย,0,3,0,-1.0,England,Easy to say,Thai (th) in Thailand,964,United Kingdom,Thailand
ชาวไทยภาคเหนือ,ชอบกินข้าวเหนียว,0,3,0,-1.0,Northern Thai people,I like to eat sticky rice.,Thai (th) in Thailand,964,Thailand,Thailand
ลาว,ชอบกินข้าวเหนียว,0,3,0,-1.0,Laos,I like to eat sticky rice.,Thai (th) in Thailand,964,Laos,Thailand
อเมริกัน,มองโลกในแง่ดี,0,3,0,-1.0,american,Optimistic,Thai (th) in Thailand,964,United States,Thailand
อเมริกัน,ควบคุมตนเองได้,0,3,0,-1.0,american,able to control oneself,Thai (th) in Thailand,964,United States,Thailand
ชาวไทยภาคเหนือ,คนใจดี,0,3,0,-1.0,Northern Thai people,kind person,Thai (th) in Thailand,964,Thailand,Thailand
แคนาดา,พูดภาษาอังกฤษ,0,3,0,-1.0,Canada,speak english,Thai (th) in Thailand,964,Canada,Thailand
มาดากัสการ์,เกาะ,1,2,0,-1.0,Madagascar,island,Thai (th) in Thailand,964,Madagascar,Thailand
อินเดีย,อุดมไปด้วยวัฒนธรรม,1,2,0,-1.0,India,rich in culture,Thai (th) in Thailand,964,India,Thailand
อังกฤษ,ตรงไปตรงมา,1,2,0,-1.0,England,Straightforward,Thai (th) in Thailand,964,United Kingdom,Thailand
มัลดีฟส์,เกาะสวรรค์,1,2,0,-1.0,Maldives,paradise island,Thai (th) in Thailand,964,Maldives,Thailand
ลาว,เรียบง่าย,1,2,0,-1.0,Laos,simple,Thai (th) in Thailand,964,Laos,Thailand
ไอริช,ชอบดื่ม,1,2,0,-1.0,Irish,like to drink,Thai (th) in Thailand,964,Ireland,Thailand
เยอรมัน,รักเบียร์,1,2,0,-1.0,German,love beer,Thai (th) in Thailand,964,Germany,Thailand
ไอโวเรียน,โคสต์ อบอุ่น,0,2,1,-1.0,Ivorian,Coast is warm,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
ไอโวเรียน,โคสต์ สง่างาม,0,2,1,-1.0,Ivorian,Coast elegant,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
อเมริกัน,มหาอำนาจ,1,2,0,-1.0,american,superpower,Thai (th) in Thailand,964,United States,Thailand
เกาหลีใต้,เรียนหนัก,1,2,0,-1.0,South Korea,Study hard,Thai (th) in Thailand,964,South Korea,Thailand
ญี่ปุ่น,อ่อนน้อม,1,2,0,-1.0,Japan,docile,Thai (th) in Thailand,964,Japan,Thailand
บารุนดี,มาจากฝรั่งเศส,1,2,0,-1.0,Barundi,come from france,Thai (th) in Thailand,964,Burundi,Thailand
อินเดีย,ประชากรเยอะ,1,2,0,-1.0,India,Large population,Thai (th) in Thailand,964,India,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,คนซื่อสัตย์,1,2,0,-1.0,Northeastern Thai people,honest person,Thai (th) in Thailand,964,Thailand,Thailand
มาเลเซีย,หลากหลายกว่า,1,2,0,-1.0,Malaysia,More variety,Thai (th) in Thailand,964,Malaysia,Thailand
โรมาเนีย,โรแมนติก,1,2,0,-1.0,Romania,romantic,Thai (th) in Thailand,964,Romania,Thailand
อินเดีย,ประชากรมากที่สุดในโลก,1,2,0,-1.0,India,The largest population in the world,Thai (th) in Thailand,964,India,Thailand
ชาวไทยภาคเหนือ,พูดภาษาลาว,1,2,0,-1.0,Northern Thai people,speak Lao,Thai (th) in Thailand,964,Thailand,Thailand
มัลดีฟส์,เงียบสงบ,1,2,0,-1.0,Maldives,quiet,Thai (th) in Thailand,964,Maldives,Thailand
กาตารี,เจ๋ง,1,2,0,-1.0,Qatar,cool,Thai (th) in Thailand,964,Qatar,Thailand
อินเดีย,นแดง ใจดี,0,2,1,-1.0,India,Ndaeng is kind.,Thai (th) in Thailand,964,India,Thailand
ไอโวเรียน,โคสต์ ร่าเริง,0,2,1,-1.0,Ivorian,Coast cheerful,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
ออสเตรเลีย,ผู้ชาญฉลาด,1,2,0,-1.0,Australia,intelligent person,Thai (th) in Thailand,964,Australia,Thailand
ลาว,อ่อนน้อม,1,2,0,-1.0,Laos,docile,Thai (th) in Thailand,964,Laos,Thailand
ชาวอังกฤษ,ผู้ที่ปฏิบัติจริง,1,2,0,-1.0,Englishman,Those who actually practice,Thai (th) in Thailand,964,United Kingdom,Thailand
ฝรั่งเศส,รักแฟชั่น,1,2,0,-1.0,France,love fashion,Thai (th) in Thailand,964,France,Thailand
บรูไน,มุสลิม,1,2,0,-1.0,Brunei,Muslim,Thai (th) in Thailand,964,Brunei Darussalam,Thailand
ชาวไทยภาคเหนือ,กินข้าวเหนียว,0,3,0,-1.0,Northern Thai people,Eat sticky rice,Thai (th) in Thailand,964,Thailand,Thailand
เยอรมัน,มีประสิทธิภาพ,1,2,0,-1.0,German,effective,Thai (th) in Thailand,964,Germany,Thailand
อิตาลี,อาหารอิตาเลียนอร่อย,1,2,0,-1.0,Italy,Delicious Italian food,Thai (th) in Thailand,964,Italy,Thailand
ชาวไทยภาคเหนือ,เรียบง่าย,1,2,0,-1.0,Northern Thai people,simple,Thai (th) in Thailand,964,Thailand,Thailand
เดนมาร์ก,มีความสุข,1,2,0,-1.0,Denmark,be happy,Thai (th) in Thailand,964,Denmark,Thailand
กัมพูชา,อาหารขึ้นชื่อคือ ปลาร้า,1,2,0,-1.0,Cambodia,The famous food is fermented fish.,Thai (th) in Thailand,964,Cambodia,Thailand
เซเชลส์,เงียบสงบ,1,2,0,-1.0,Seychelles,quiet,Thai (th) in Thailand,964,Seychelles,Thailand
จีน,ใหญ่,1,2,0,-1.0,China,big,Thai (th) in Thailand,964,China,Thailand
อเมริกัน,ประชาธิปไตย,1,2,0,-1.0,american,democracy,Thai (th) in Thailand,964,United States,Thailand
ลาว,เวียดนาม ฉลาด,1,2,0,-1.0,Laos,Vietnamese smart,Thai (th) in Thailand,964,Laos,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,รักสนุก,1,2,0,-1.0,Northeastern Thai people,fun loving,Thai (th) in Thailand,964,Thailand,Thailand
อินเดีย,ประชากรจำนวนมาก,1,2,0,-1.0,India,large population,Thai (th) in Thailand,964,India,Thailand
อินเดีย,ประชากรมากที่สุด,1,2,0,-1.0,India,most populated,Thai (th) in Thailand,964,India,Thailand
ภูฏาน,มีความสุข,1,2,0,-1.0,Bhutan,be happy,Thai (th) in Thailand,964,Bhutan,Thailand
ออสเตรเลีย,จิงโจ้,1,2,0,-1.0,Australia,kangaroo,Thai (th) in Thailand,964,Australia,Thailand
มองโกเลีย,ขี่ม้า,1,2,0,-1.0,Mongolia,horseback riding,Thai (th) in Thailand,964,Mongolia,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,พูดภาษาถิ่น,1,2,0,-1.0,Northeastern Thai people,speak the local language,Thai (th) in Thailand,964,Thailand,Thailand
คิวบา,เต้นระบำ,1,2,0,-1.0,Cuba,dance,Thai (th) in Thailand,964,Cuba,Thailand
สเปน,เต้นรำ,1,2,0,-1.0,Spain,dance,Thai (th) in Thailand,964,Spain,Thailand
จอร์แดน,แห้งแล้ง,1,2,0,-1.0,Jordan,arid,Thai (th) in Thailand,964,Jordan,Thailand
ชาวอังกฤษ,รักการดื่มชา,1,2,0,-1.0,Englishman,love drinking tea,Thai (th) in Thailand,964,United Kingdom,Thailand
ฝรั่งเศส,โรแมนติก,1,2,0,-1.0,France,romantic,Thai (th) in Thailand,964,France,Thailand
ชาวไทยภาคเหนือ,อดทน,1,2,0,-1.0,Northern Thai people,patient,Thai (th) in Thailand,964,Thailand,Thailand
อาร์เจนตินา,ร่าเริง,1,2,0,-1.0,Argentina,cheerful,Thai (th) in Thailand,964,Argentina,Thailand
ไอโวเรียน,โคสต์ รักฟุตบอล,0,2,1,-1.0,Ivorian,Coast Loves Football,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
เนเธอร์แลนด์,ผู้รอบรู้,1,2,0,-1.0,Netherlands,expert,Thai (th) in Thailand,964,Netherlands,Thailand
ไทย,ยิ้มแย้ม,1,2,0,-1.0,Thai,smiling,Thai (th) in Thailand,964,Thailand,Thailand
ไอซ์แลนด์,หนาว,1,2,0,-1.0,Iceland,cold,Thai (th) in Thailand,964,Iceland,Thailand
อังกฤษ,รักการอ่าน,1,2,0,-1.0,England,love reading,Thai (th) in Thailand,964,United Kingdom,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,รักสงบ,1,2,0,-1.0,Northeastern Thai people,Peace-loving,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคเหนือ,พูดภาษาเหนือ,1,2,0,-1.0,Northern Thai people,speak northern language,Thai (th) in Thailand,964,Thailand,Thailand
เยอรมัน,จริงจัง,1,2,0,-1.0,German,serious,Thai (th) in Thailand,964,Germany,Thailand
สโลวาเกีย,เล่นฮ็อกกี้น้ำแข็งเก่ง,1,2,0,-1.0,Slovakia,Good at playing ice hockey,Thai (th) in Thailand,964,Slovakia,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,ร่าเริง,1,2,0,-1.0,Northeastern Thai people,cheerful,Thai (th) in Thailand,964,Thailand,Thailand
ญี่ปุ่น,ละเอียดอ่อน,1,2,0,-1.0,Japan,delicate,Thai (th) in Thailand,964,Japan,Thailand
อินเดีย,กินข้าว,1,2,0,-1.0,India,eat rice,Thai (th) in Thailand,964,India,Thailand
มาเลเซีย,ประชากรที่มั่งคั่ง,1,2,0,-1.0,Malaysia,wealthy population,Thai (th) in Thailand,964,Malaysia,Thailand
อเมริกัน,มั่นใจ,1,2,0,-1.0,american,confident,Thai (th) in Thailand,964,United States,Thailand
ชาวไทยภาคเหนือ,พูดจาไพเราะ,1,2,0,-1.0,Northern Thai people,speak nicely,Thai (th) in Thailand,964,Thailand,Thailand
อิตาลี,อาหารอร่อย,1,2,0,-1.0,Italy,delicious food,Thai (th) in Thailand,964,Italy,Thailand
รัสเซีย,ชอบดื่มวอดก้า,1,2,0,-1.0,Russia,likes to drink vodka,Thai (th) in Thailand,964,Russia,Thailand
กาตารี,น่า ใจดี,0,2,1,-1.0,Qatar,Very kind,Thai (th) in Thailand,964,Qatar,Thailand
สิงคโปร์,มีประสิทธิภาพ,1,2,0,-1.0,Singapore,effective,Thai (th) in Thailand,964,Singapore,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,ใจกล้า,1,2,0,-1.0,Northeastern Thai people,Brave,Thai (th) in Thailand,964,Thailand,Thailand
มองโกเลีย,ชอบม้า,1,2,0,-1.0,Mongolia,I like horses.,Thai (th) in Thailand,964,Mongolia,Thailand
เอธิโอเปีย,run long distance well,1,2,0,-1.0,Ethiopia,run long distance well,Thai (th) in Thailand,964,Ethiopia,Thailand
ชาวไทยภาคเหนือ,รักสงบ,1,2,0,-1.0,Northern Thai people,Peace-loving,Thai (th) in Thailand,964,Thailand,Thailand
ชาวอังกฤษ,รักชา,1,2,0,-1.0,Englishman,love tea,Thai (th) in Thailand,964,United Kingdom,Thailand
จีน,ประชากรมาก,1,2,0,-1.0,China,large population,Thai (th) in Thailand,964,China,Thailand
คูเวต,อุดมไปด้วยน้ำมัน,1,2,0,-1.0,Kuwait,rich in oil,Thai (th) in Thailand,964,Kuwait,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,เรียบง่าย,1,2,0,-1.0,Northeastern Thai people,simple,Thai (th) in Thailand,964,Thailand,Thailand
อินเดีย,ประชากรหนาแน่น,1,2,0,-1.0,India,Densely populated,Thai (th) in Thailand,964,India,Thailand
อินเดีย,ชอบแกง,1,2,0,-1.0,India,I like curry.,Thai (th) in Thailand,964,India,Thailand
อเมริกัน,หลากหลาย,1,2,0,-1.0,american,various,Thai (th) in Thailand,964,United States,Thailand
ไทยอีสาน,ลาว ใจดี,1,2,0,-1.0,Northeastern Thai,Lao is kind,Thai (th) in Thailand,964,Thailand,Thailand
อังกฤษ,ชอบดื่มชา,1,2,0,-1.0,England,like to drink tea,Thai (th) in Thailand,964,United Kingdom,Thailand
ซาอุดีอาระเบีย,ร่ำรวย,1,2,0,-1.0,Saudi Arabia,lucrative,Thai (th) in Thailand,964,Saudi Arabia,Thailand
รัสเซีย,ชอบวอดก้า,1,2,0,-1.0,Russia,I like vodka.,Thai (th) in Thailand,964,Russia,Thailand
บราซิล,เต้นแซมบ้า,1,2,0,-1.0,Brazil,Samba dance,Thai (th) in Thailand,964,Brazil,Thailand
ลิกเตนสไตเนอร์,มั่งคั่ง,1,2,0,-1.0,Liechtenstein Ner,wealthy,Thai (th) in Thailand,964,Liechtenstein,Thailand
บาห์เรน,สหรัฐอาหรับเอมิเรตส์ วิ่งเร็วมาก,1,2,0,-1.0,Bahrain,United Arab Emirates runs very fast.,Thai (th) in Thailand,964,Bahrain,Thailand
เดนมาร์ก,สุขุม,1,2,0,-1.0,Denmark,discreetly,Thai (th) in Thailand,964,Denmark,Thailand
เยอรมัน,ขยันขันแข็ง,1,2,0,-1.0,German,diligent,Thai (th) in Thailand,964,Germany,Thailand
กรีก,รักการเรียนรู้,1,2,0,-1.0,Greek,love learning,Thai (th) in Thailand,964,Greece,Thailand
เดนมาร์ก,สูง,1,2,0,-1.0,Denmark,high,Thai (th) in Thailand,964,Denmark,Thailand
อุรุกวัย,รักฟุตบอล,1,2,0,-1.0,Uruguay,love football,Thai (th) in Thailand,964,Uruguay,Thailand
ชาวไทยภาคเหนือ,พูดเหนือ,1,2,0,-1.0,Northern Thai people,speak above,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,พูดภาษาไทย,1,2,0,-1.0,Northeastern Thai people,speak Thai,Thai (th) in Thailand,964,Thailand,Thailand
อิตาลี,รักอาหาร,1,2,0,-1.0,Italy,love food,Thai (th) in Thailand,964,Italy,Thailand
ชาวไทยภาคเหนือ,พูดภาษาไทย,1,2,0,-1.0,Northern Thai people,speak Thai,Thai (th) in Thailand,964,Thailand,Thailand
มัลดีฟส์,ทะเลสวย,1,2,0,-1.0,Maldives,beautiful sea,Thai (th) in Thailand,964,Maldives,Thailand
เอธิโอเปีย,วิ่งระยะไกลเก่ง,1,2,0,-1.0,Ethiopia,Good at long distance running,Thai (th) in Thailand,964,Ethiopia,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,อ่อนน้อมถ่อมตน,1,2,0,-1.0,Northeastern Thai people,humble,Thai (th) in Thailand,964,Thailand,Thailand
มัลดีฟส์,สวยงาม,1,2,0,-1.0,Maldives,beautiful,Thai (th) in Thailand,964,Maldives,Thailand
อินเดีย,ประชากรมาก,1,2,0,-1.0,India,large population,Thai (th) in Thailand,964,India,Thailand
อเมริกัน,กล้าหาญ,1,2,0,-1.0,american,brave,Thai (th) in Thailand,964,United States,Thailand
เคนยา,วิ่งเร็ว,1,2,0,-1.0,Kenya,run fast,Thai (th) in Thailand,964,Kenya,Thailand
เนเธอร์แลนด์,ชอบชีส,1,2,0,-1.0,Netherlands,like cheese,Thai (th) in Thailand,964,Netherlands,Thailand
ซาอุดีอาระเบีย,สหรัฐอาหรับเอมิเรตส์ พูดภาษาอาหรับ,1,2,0,-1.0,Saudi Arabia,United Arab Emirates speak arabic,Thai (th) in Thailand,964,Saudi Arabia,Thailand
มาเลเซีย,เป็นคนมีมารยาท,1,2,0,-1.0,Malaysia,Be a polite person,Thai (th) in Thailand,964,Malaysia,Thailand
บังคลาเทศ,ประชากรหนาแน่น,1,2,0,-1.0,Bangladesh,Densely populated,Thai (th) in Thailand,964,Bangladesh,Thailand
